"","class","SOD1_N","APP_N","pPKCG_N","pERK_N","pCAMKII_N","CaNA_N","Tau_N","pP70S6_N","pNUMB_N","BRAF_N","Ubiquitin_N","AKT_N","S6_N","AcetylH3K9_N"
"544","c-SC-s",0.686755431,0.313665032,1.327155895,0.25311843,3.545059566,1.110448873,0.47429689,0.336229853,0.269376314,0.199859846,1.127863662,0.744919411,0.542838517,1.030359471
"546","c-SC-s",0.651265412,0.290071382,1.392076372,0.230889033,3.357170668,1.106921241,0.469498807,0.308241402,0.24633355,0.204412719,1.167828162,0.675924724,0.554844869,1.076563246
"547","c-SC-s",0.628784199,0.301117047,1.229957332,0.256597054,3.080135988,1.034807995,0.473276443,0.318601263,0.26145378,0.191840699,1.107006512,0.691435972,0.482259151,1.086570851
"552","c-SC-s",0.546599496,0.260957179,1.247216036,0.20822838,2.582367758,1.014794782,0.602768056,0.324265323,0.245843829,0.183879093,1.160197264,0.569437448,0.625994273,1.156856507
"555","c-SC-s",0.491497644,0.256095062,1.185898709,0.205695554,2.111042819,0.830387289,0.530883813,0.348084409,0.259373079,0.17947142,1.200397219,0.569350543,0.52571996,1.129096326
"556","c-SC-s",0.508399964,0.402299883,2.142800828,0.313179409,5.749887701,1.256430472,0.309451069,0.491061001,0.361333214,0.265654478,1.34182517,0.800107807,0.514733419,0.417069084
"557","c-SC-s",0.499554208,0.390513552,2.063473945,0.304654066,5.703905136,1.200942928,0.307791563,0.499108417,0.385074893,0.224589872,1.413498759,0.80010699,0.512655087,0.399801489
"558","c-SC-s",0.490548365,0.387176431,2.170298507,0.295470027,5.446611035,1.182587065,0.310049751,0.458702316,0.352094687,0.21270436,1.39358209,0.766859673,0.519054726,0.407512438
"559","c-SC-s",0.468983473,0.616028979,2.340104725,0.288997057,5.502377179,1.295880386,0.300170336,0.53633688,0.347068146,0.216662893,1.384959939,0.744849445,0.45340988,0.396126427
"561","c-SC-s",0.468500444,0.384427684,2.255679259,0.289485359,5.367346939,1.268807517,0.323572945,0.494787045,0.357253771,0.219055013,1.372803913,0.741570541,0.447519145,0.383615419
"563","c-SC-s",0.444134488,0.38863603,2.180564214,0.304066951,5.303626487,1.238700125,0.277197631,0.535897812,0.358684481,0.228013508,1.338216958,0.71267068,0.415991272,0.360582918
"564","c-SC-s",0.462308598,0.39811543,2.179668843,0.297261484,5.403857479,1.182216208,0.282518707,0.549175501,0.371908127,0.229681979,1.296847636,0.726295642,0.428514568,0.378044897
"565","c-SC-s",0.487781596,0.403780069,2.256938937,0.311951126,4.991599847,1.213124504,0.245241872,0.605001909,0.374761359,0.252959145,1.266851705,0.695685376,0.380452022,0.349127676
"566","c-SC-s",0.464237517,0.407557355,2.191263867,0.308463466,5.106998265,1.191461965,0.25683439,0.590514748,0.384037016,0.268556005,1.250297147,0.732022364,0.384805864,0.338054675
"569","c-SC-s",0.451709402,0.452991453,2.230826232,0.299358974,4.849358974,1.076818575,0.240088922,0.612606838,0.378632479,0.252136752,1.271335062,0.710470085,0.355687292,0.320365567
"572","t-CS-m",0.335938245,0.550748118,1.265886569,1.072905747,2.289907557,1.831980292,0.187783439,0.223672925,0.314400076,0.786905556,0.914842394,0.705708568,0.45064666,0.180113096
"573","t-CS-m",0.344510127,0.529702491,1.268573633,1.120069774,2.311948832,1.809744268,0.189539242,0.229867235,0.317666441,0.757631553,0.882550705,0.742029266,0.432925485,0.173941799
"574","t-CS-m",0.298488665,0.43233341,1.547587623,0.885161438,2.257041447,1.795497874,0.196436428,0.29860316,0.278452027,0.631211358,0.966050741,0.582894436,0.381434228,0.175172313
"577","t-CS-m",0.299454197,0.428381767,1.653555364,0.893937159,2.179377489,1.811943727,0.184610968,0.370113586,0.276294439,0.636524561,0.953584075,0.546540788,0.334481769,0.155134463
"579","t-CS-m",0.31568568,0.474362864,1.639231431,0.836165049,2.274726942,1.739986617,0.184303604,0.386225728,0.281705097,0.609678398,0.914826498,0.567050971,0.351304847,0.150176847
"580","t-CS-m",0.305255448,0.428859183,1.822720126,0.822926204,1.985533785,1.664832285,0.183176101,0.4312397,0.264603552,0.566196667,1.007337526,0.482329244,0.330581761,0.15408805
"583","t-CS-m",0.316222655,0.412605588,1.922152732,0.686593026,1.867879575,1.657669519,0.184660961,0.444011263,0.273337665,0.617933723,1.004772877,0.499025341,0.319453588,0.143680053
"584","t-CS-m",0.285140562,0.42908476,1.892342932,0.725005284,1.859860495,1.65117801,0.178828534,0.42443458,0.257239484,0.594588882,0.999018325,0.491016698,0.29973822,0.135307592
"586","t-CS-m",0.308866995,0.487487685,1.626967438,0.721083744,2.515862069,1.796278596,0.200152934,0.252413793,0.307487685,0.471133005,1.075001593,0.662955665,0.604537055,0.234690626
"587","t-CS-m",0.313842724,0.488346169,1.495150491,0.744527767,2.479833806,1.720543145,0.188160941,0.253952169,0.30016214,0.496453182,0.992678806,0.684029185,0.581503035,0.224766911
"588","t-CS-m",0.3177589,0.488470874,1.483519207,0.817253236,2.593244337,1.690148699,0.183705081,0.251618123,0.303296926,0.516990291,1.039281289,0.684466019,0.577013631,0.229925651
"589","t-CS-m",0.310461616,0.45446563,1.694067468,0.694932263,2.424611139,1.720201629,0.186816596,0.347967888,0.28386854,0.48181134,1.021093447,0.612393377,0.527723924,0.222256689
"591","t-CS-m",0.3046875,0.468109631,1.693843468,0.6484375,2.529328893,1.633189099,0.171714871,0.347464139,0.294185451,0.457735656,0.956122372,0.625,0.51529644,0.214301981
"592","t-CS-m",0.294162826,0.425345622,1.945247389,0.60906298,2.247619048,1.641206878,0.178816331,0.389861751,0.280952381,0.420430108,1.082181665,0.550537634,0.451207933,0.19189788
"599","t-CS-m",0.260021475,0.344309234,2.15050598,0.414817466,1.582319256,1.520331187,0.182152714,0.384753042,0.238010021,0.349498926,1.115915363,0.431818182,0.451701932,0.185832567
"603","t-CS-m",0.275130208,0.4109375,0.975771971,0.768619792,2.53125,1.690736342,0.196484561,0.131119792,0.354947917,0.422526042,1.103562945,0.595442708,0.468788599,0.190688836
"604","t-CS-m",0.254860524,0.352634545,1.004554407,0.612285151,2.279797126,1.590965042,0.181437715,0.156663849,0.311355311,0.347280924,1.105859183,0.492110454,0.460610537,0.20310192
"606","t-CS-m",0.2749961,0.400405553,0.985917174,0.674465762,2.607549524,1.544695071,0.189521423,0.151458431,0.328029949,0.404773046,1.104189044,0.541569178,0.418904404,0.200023869
"607","t-CS-m",0.259674134,0.348438561,0.999380901,0.55431093,2.051595384,1.527317753,0.175978951,0.159708079,0.279531568,0.348099117,1.136820926,0.448913781,0.415570345,0.186658412
"608","t-CS-m",0.272964412,0.390162102,0.988320946,0.616172909,2.263089249,1.504322767,0.174730775,0.172908515,0.309483883,0.352338364,1.140603671,0.46450531,0.409221902,0.183527984
"610","t-CS-m",0.286338798,0.354098361,1.047063556,0.570054645,1.983169399,1.439058729,0.168543846,0.195846995,0.308415301,0.351038251,1.164923572,0.426885246,0.393201931,0.161906677
"611","t-CS-m",0.291981132,0.389150943,1.042697526,0.616509434,2.207075472,1.451715882,0.178571429,0.193160377,0.335377358,0.373349057,1.191739824,0.459433962,0.40103751,0.174780527
"613","t-CS-m",0.320041429,0.365354738,1.017262947,0.517348524,1.929829104,1.415561671,0.170127596,0.21232522,0.336872087,0.35085448,1.192644483,0.419730709,0.384038029,0.155366525
"614","t-CS-m",0.318007663,0.39408867,1.036464928,0.542966612,2.064039409,1.402633578,0.174221322,0.21182266,0.348932677,0.35030104,1.237528488,0.460043788,0.380096227,0.144593568
"615","t-CS-m",0.327404113,0.391050584,1.027404086,0.521956643,2.131183991,1.398355755,0.176133533,0.200111173,0.369927738,0.382156754,1.170403587,0.460811562,0.361733931,0.162680618
"617","t-CS-m",0.290086494,0.454956753,0.722944389,1.378310047,2.077844311,1.597492501,0.241673717,0.170991351,0.370725216,0.762608117,1.023690485,0.687691284,0.560110761,0.110068456
"620","t-CS-m",0.295871167,0.452115813,0.720529543,1.101764605,2.331505911,1.500340699,0.224861287,0.174062018,0.367997259,0.647421621,1.060157695,0.619324996,0.530419546,0.095687725
"621","t-CS-m",0.287894031,0.427230047,0.711611955,1.154091214,2.209758551,1.543263106,0.229201372,0.153588196,0.378940309,0.642018779,1.010877021,0.60546613,0.524154826,0.098089172
"623","t-CS-m",0.280538078,0.386417878,0.674902153,0.901497071,1.8941202,1.411081213,0.200709393,0.200911261,0.355391625,0.519635496,1.04415362,0.511824691,0.445572407,0.084760274
"624","t-CS-m",0.283299978,0.400044474,0.668841561,0.976873471,1.953746942,1.450695556,0.199064385,0.190571492,0.355792751,0.514787636,1.029668842,0.531687792,0.453280808,0.081743198
"626","t-CS-m",0.302414231,0.407115629,0.656892484,0.889707751,1.807369759,1.164981463,0.186383552,0.213468869,0.389580686,0.519440915,1.006235254,0.526556544,0.395348837,0.082237951
"627","t-CS-m",0.319340716,0.417203193,0.652611487,0.897244399,1.833633788,1.217768523,0.16970328,0.218130312,0.374710276,0.527169714,1.015269825,0.514550605,0.410550061,0.095089363
"628","t-CS-m",0.277793414,0.379397692,0.598766552,0.694061357,1.525471433,1.115545075,0.17576637,0.244863496,0.361666198,0.448634956,0.939415926,0.460455953,0.401052059,0.059495737
"631","t-CS-m",0.275882705,0.445441851,1.315620588,1.152503491,2.577797726,1.686240534,0.219227314,0.243267504,0.337622182,0.814083383,0.958221024,0.648713345,0.592285971,0.250160442
"632","t-CS-m",0.27332145,0.438898792,1.309839045,1.24499901,2.542285601,1.658813603,0.218068536,0.241532977,0.317686671,0.747672806,0.966770509,0.641513171,0.616173416,0.255646417
"634","t-CS-m",0.279685354,0.416531402,1.437609842,0.93307529,2.503808216,1.552644192,0.213452628,0.377700087,0.31277313,0.646522662,0.937130532,0.568485454,0.4893753,0.232704905
"635","t-CS-m",0.266413987,0.392223988,1.44676259,1.036679301,2.448832376,1.558673062,0.223820943,0.361291111,0.301381587,0.707543709,0.94756195,0.547132901,0.531095124,0.233573141
"637","t-CS-m",0.270034345,0.394104179,1.519220698,0.967372639,2.200915856,1.541636116,0.212946475,0.406554093,0.308242702,0.676445335,0.96145386,0.533199771,0.485492825,0.209908872
"643","t-CS-m",0.257594673,0.353100291,1.560464366,0.691635456,1.525801082,1.211222186,0.220574008,0.503953392,0.313774449,0.479192676,0.96372138,0.414065751,0.419542083,0.171880039
"650","t-CS-m",0.348655785,0.478636582,1.584874864,1.083533365,2.536845895,1.997755713,0.186343852,0.25,0.386101776,0.673787806,1.073721436,0.734277484,0.44117247,0.096980413
"651","t-CS-m",0.337788291,0.474985216,1.534243811,1.005558841,2.509047901,2.031485468,0.184876211,0.239858072,0.386871674,0.651803666,1.033503767,0.74145476,0.445371367,0.094658235
"654","t-CS-m",0.311873136,0.430468962,1.731715771,0.819869883,2.443480618,1.933968804,0.185441941,0.269043101,0.361344538,0.563296286,1.055025997,0.656953104,0.415857886,0.087608319
"659","t-CS-m",0.304244853,0.384222991,1.959634425,0.76753507,2.230643104,1.832140137,0.18126428,0.342503188,0.33977045,0.589907087,1.155521706,0.586627801,0.404722011,0.075552171
"660","t-CS-m",0.304812834,0.386987522,1.931225652,0.714616756,2.23600713,1.770902008,0.192088702,0.331729055,0.343493761,0.517468806,1.137848367,0.585204991,0.392568175,0.078064129
"661","t-CS-m",0.375296677,0.536886867,1.923300699,0.973101266,6.32772943,1.654321678,0.20979021,0.334948576,0.429588608,0.635878165,1.129734266,0.788172468,0.673622378,0.371132867
"662","t-CS-m",0.346384681,0.517481185,1.884123101,0.842621701,6.09555111,1.648273508,0.219409523,0.313803944,0.418500524,0.612365438,1.187098242,0.774888063,0.701177541,0.377495876
"664","t-CS-m",0.344278607,0.463681592,2.068746654,0.668781095,6.404850746,1.696719431,0.201728225,0.523756219,0.371393035,0.536069652,1.135352145,0.659079602,0.605490556,0.37034488
"665","t-CS-m",0.347203358,0.464131374,2.080301416,0.722558341,6.35214224,1.679479373,0.209620947,0.508581306,0.383380664,0.470922336,1.137996651,0.658846771,0.630080682,0.360100472
"667","t-CS-m",0.325703455,0.442338533,2.125139043,0.62297711,6.043446567,1.549870226,0.190304042,0.506050445,0.346697769,0.487826214,1.11744531,0.58507071,0.582406377,0.339451242
"668","t-CS-m",0.304952215,0.414132638,2.042947091,0.663046626,6.125253403,1.667700404,0.186072738,0.519403417,0.359687228,0.521285838,1.187482379,0.600637127,0.594117094,0.336340569
"669","t-CS-m",0.288815153,0.413383105,2.116057234,0.650490806,5.871837412,1.66557561,0.197886468,0.47656574,0.349785704,0.443937509,1.173665014,0.580810176,0.586926026,0.352005985
"671","t-CS-m",0.325420376,0.436597428,2.006614252,0.633234421,6.116320475,1.346312243,0.165231499,0.610089021,0.359248269,0.509000989,1.214027206,0.589119683,0.499937601,0.281916885
"673","t-CS-m",0.365908523,0.441889528,2.01734646,0.597100725,5.930767308,1.322394124,0.172214409,0.63784054,0.379155211,0.524868783,1.205813408,0.610097476,0.487732458,0.255352399
"674","t-CS-m",0.309025433,0.39455323,2.133939974,0.539050191,5.491334684,1.462324393,0.177203065,0.574161603,0.329282017,0.500112537,1.255268199,0.540175557,0.500957854,0.283844189
"676","t-CS-m",0.350009677,0.452486936,1.786346667,0.847396942,3.71008322,1.93776,0.152213333,0.245113219,0.384168763,0.422972711,1.167626667,0.760789626,0.480213333,0.154613333
"678","t-CS-m",0.342102764,0.444581632,1.75975039,0.815936936,3.656472599,1.957265433,0.152774682,0.256434609,0.384177035,0.432709659,1.226320481,0.772722956,0.49760419,0.161410742
"680","t-CS-m",0.338411458,0.436979167,2.065634373,0.711979167,4.159635417,2.064797377,0.162516566,0.38046875,0.37890625,0.404947917,1.304456999,0.704296875,0.425263305,0.147101904
"684","t-CS-m",0.306609741,0.411290323,2.242193938,0.594402277,3.814832385,1.94634191,0.147513964,0.462839975,0.356419987,0.38598988,1.082043769,0.61116382,0.347587217,0.132863291
"687","t-CS-m",0.325496242,0.407592985,2.304136541,0.576989786,3.616303719,1.906483347,0.139978665,0.524571208,0.356523415,0.375987666,1.300817826,0.563499711,0.347990992,0.128718739
"689","t-CS-m",0.325436983,0.40800368,2.533063007,0.586706532,3.379944802,1.866500312,0.142545228,0.547838086,0.353265869,0.401793928,1.231129133,0.554277829,0.320960699,0.121490954
"691","t-CS-m",0.315473592,0.520624182,2.789828655,1.077258839,5.635312091,1.585915664,0.267164905,0.458751637,0.36141423,0.692383239,1.210900474,0.639349629,0.73745291,0.368756836
"692","t-CS-m",0.310189166,0.505803955,2.730855787,0.982695615,5.565885641,1.58804209,0.263365975,0.462381771,0.360597592,0.653374893,1.227540904,0.636070507,0.729760963,0.360926951
"695","t-CS-m",0.321164647,0.483742241,2.842267882,0.941619864,5.672036654,1.580024718,0.273675266,0.725539462,0.352645581,0.599467928,1.193727792,0.580106414,0.707708945,0.34752047
"697","t-CS-m",0.332067591,0.505031327,3.10668253,0.936016708,5.544902221,1.579317866,0.232203054,0.944750332,0.373837099,0.601480919,1.187487607,0.588380482,0.627900059,0.311620067
"698","t-CS-m",0.326855451,0.502498612,3.113050456,0.85582084,5.459559504,1.526632561,0.221887852,0.93337035,0.369794559,0.609106052,1.19349985,0.586711086,0.635971512,0.308556525
"700","t-CS-m",0.337641357,0.476344334,3.091585913,0.799907685,4.984537272,1.487827937,0.240250532,1.04823448,0.357950612,0.581583199,1.169108958,0.525732749,0.616875443,0.294256677
"701","t-CS-m",0.341549296,0.529342723,3.112734616,0.769248826,5.031220657,1.473509147,0.238892849,1.010093897,0.373004695,0.622065728,1.146828225,0.541314554,0.613684961,0.306248515
"705","t-CS-m",0.357184074,0.523946913,3.381976285,0.811886901,5.004616272,1.393201581,0.239051383,1.085401039,0.401038661,0.623196769,1.206798419,0.562319677,0.577233202,0.288695652
"706","t-SC-m",1.466666667,0.462060606,1.631723491,0.382060606,4.537090909,1.19827182,0.351329627,0.382424242,0.378424242,0.267393939,1.439279255,0.752848485,0.499229687,0.679683837
"707","t-SC-m",1.403926436,0.427281959,1.648833829,0.348978901,4.300011283,1.246106997,0.372897778,0.345706871,0.341645041,0.247771635,1.371098346,0.685208169,0.512907468,0.66516714
"711","t-SC-m",1.16128591,0.388645691,1.428318427,0.321340629,4.0374829,1.317276189,0.356946781,0.338987688,0.322708618,0.248563611,1.470734083,0.646785226,0.512706987,0.84114053
"712","t-SC-m",1.07521815,0.40104712,1.57625028,0.312914485,4.00069808,1.270127831,0.384951783,0.369109948,0.328097731,0.270157068,1.323278762,0.708202443,0.501457726,0.8288854
"713","t-SC-m",0.993147332,0.364659814,1.618581626,0.283243596,3.666992984,1.306009671,0.392125259,0.321585903,0.301354218,0.28014358,1.370250979,0.627671725,0.529242459,0.859313838
"716","t-SC-m",0.974817222,0.354589764,1.572964217,0.275792039,3.487611698,1.301133854,0.40951259,0.335499594,0.305645816,0.273354996,1.410101605,0.594841592,0.596230305,1.003681343
"717","t-SC-m",0.946978792,0.363345338,1.564730168,0.273309324,3.491596639,1.254792097,0.418902978,0.332132853,0.294317727,0.263905562,1.450014745,0.603641457,0.553524034,0.849896786
"722","t-SC-m",1.872898533,0.497913437,1.323711213,0.364373435,3.997973054,1.058412659,0.143590061,0.359365685,0.361631096,0.264456898,1.35035233,0.915345177,0.369081469,0.159537644
"725","t-SC-m",1.591959799,0.509978464,1.391332315,0.347020818,3.710552764,1.092466029,0.143684168,0.344723618,0.347307968,0.227997128,1.306585189,0.829002154,0.320977728,0.149473346
"726","t-SC-m",1.483337639,0.42676311,1.378588566,0.314389047,3.328209765,1.206585588,0.14991313,0.29759752,0.307930767,0.197365022,1.286009763,0.762464479,0.349549102,0.150657731
"727","t-SC-m",1.43836326,0.504143646,1.352257534,0.337879834,3.428522099,1.042579451,0.141314409,0.34461326,0.348411602,0.247410221,1.292605163,0.793853591,0.273475265,0.136583359
"728","t-SC-m",1.399190147,0.452674203,1.327734578,0.319554581,3.315167876,1.085847589,0.14380508,0.3371014,0.33440189,0.230808166,1.258061172,0.774928294,0.298600311,0.142457232
"729","t-SC-m",1.329195551,0.43495083,1.297607756,0.302273094,3.184749315,1.123616819,0.143534619,0.302111881,0.332742222,0.217636627,1.280113816,0.731420281,0.291811571,0.141532301
"732","t-SC-m",1.145788548,0.421731483,1.318911175,0.30369357,2.929255423,1.152578797,0.142550143,0.331248779,0.344146961,0.218096541,1.37722063,0.697674419,0.306446991,0.138968481
"734","t-SC-m",1.268667297,0.458175803,1.262584585,0.330812854,2.855623819,1.058920614,0.13253012,0.337665406,0.34168242,0.290879017,1.288331408,0.755907372,0.273312428,0.131209771
"736","t-SC-m",1.060150376,0.511627907,1.47260274,0.329428222,3.375590138,0.673695552,0.343543174,0.647141109,0.445882147,0.254065396,1.338771741,0.78842455,0.207480376,0.771202093
"737","t-SC-m",1.014817309,0.494190941,1.460190957,0.319919178,3.255261829,0.73400142,0.343643967,0.592523994,0.407476006,0.288095639,1.282332518,0.751978448,0.231515821,0.796496489
"738","t-SC-m",1.02624,0.47536,1.591610791,0.3088,3.09456,0.749727117,0.289100265,0.5136,0.38384,0.21056,1.324497115,0.73328,0.371978793,0.765398409
"741","t-SC-m",0.881382256,0.45971656,1.374748094,0.286934576,2.842360707,0.722597038,0.282660124,0.515433896,0.39565133,0.224810716,1.102339437,0.678120753,0.2775782,0.746341891
"743","t-SC-m",0.919675563,0.493458922,1.268985849,0.335426478,2.660648875,0.708726415,0.318632075,0.59811617,0.433804291,0.274463632,1.119929245,0.723443223,0.211792453,0.789858491
"745","t-SC-m",0.789802007,0.427990236,1.434020778,0.282072145,2.090859778,0.765855171,0.406574663,0.587740711,0.393273664,0.252780038,1.417584122,0.630593979,0.200806327,0.947743836
"748","t-SC-m",0.73064275,0.417040359,1.253270142,0.276233184,1.810762332,0.670900474,0.349194313,0.613751868,0.420627803,0.246636771,1.270331754,0.608370703,0.145592417,0.806255924
"749","t-SC-m",0.768111455,0.400928793,1.234799235,0.273993808,1.869349845,0.719502868,0.340726577,0.587306502,0.415479876,0.243653251,1.221414914,0.611455108,0.194837476,0.853728489
"751","t-SC-m",0.894339623,0.49245283,1.538420172,0.335627081,5.229522752,1.019478967,0.28585086,0.348834628,0.408657048,0.244395117,1.40541348,0.911986681,0.590941683,0.385038241
"755","t-SC-m",0.858389913,0.487875849,1.542881448,0.319246224,5.185949841,1.094037584,0.30392081,0.357212138,0.422197589,0.255923514,1.432449153,0.919495635,0.572964195,0.372360993
"757","t-SC-m",0.765402437,0.466792518,1.403506941,0.309764888,4.835421315,0.795637199,0.301743033,0.387849665,0.398318174,0.270808306,1.435236405,0.929809507,0.565285461,0.366558814
"758","t-SC-m",0.751340483,0.453753351,1.453230769,0.305630027,4.782004021,1.044512821,0.291179487,0.35924933,0.40616622,0.264745308,1.429538462,0.922587131,0.533333333,0.357128205
"761","t-SC-m",0.785904255,0.468971631,1.485343709,0.324024823,4.414450355,1.160311284,0.347470817,0.342641844,0.391843972,0.291445035,1.893644617,0.83266844,0.646433204,0.374967575
"762","t-SC-m",0.815597999,0.512050932,1.521665582,0.339472487,4.592769441,1.139492518,0.327651269,0.350386539,0.407003183,0.298317417,1.897202342,0.871305139,0.64281067,0.339492518
"763","t-SC-m",0.852579209,0.440167583,1.379242234,0.324692328,4.325739722,1.156401508,0.275453403,0.33987955,0.385441215,0.306362922,1.458071467,0.924849437,0.537259831,0.347997845
"770","t-SC-m",0.825733475,0.423824673,1.771439889,0.326440438,3.977730647,1.086551792,0.218261042,0.443619654,0.396429834,0.327324143,1.533769063,0.881053376,0.367300456,0.183798772
"774","t-SC-m",0.763679449,0.413614821,1.753356348,0.308272296,3.735028005,1.043089119,0.200997315,0.451960362,0.397673417,0.306764326,1.543536632,0.905859543,0.350594553,0.179516686
"775","t-SC-m",0.855696203,0.414627286,1.69072699,0.342616034,3.793530239,0.935244345,0.164565705,0.457946554,0.405063291,0.392405063,1.392850976,0.865541491,0.37351062,0.179243654
"777","t-SC-m",0.753513795,0.425299323,1.837443382,0.311556481,3.562467465,0.586478779,0.160208019,0.474752733,0.428422697,0.336803748,1.461667505,0.889380531,0.330984734,0.178158027
"780","t-SC-m",0.857714702,0.404294032,1.836157025,0.306768559,3.759461426,1.015289256,0.188842975,0.516739447,0.454876274,0.403202329,1.475413223,1.06077147,0.342355372,0.164876033
"782","t-SC-m",0.540170499,0.464866959,1.704891304,0.331051408,6.2680186,1.076086957,0.146506211,0.392921726,0.332730561,0.240118832,1.494021739,0.76156032,0.377018634,0.083540373
"783","t-SC-m",0.539945617,0.478311537,1.730492057,0.329923605,6.4638094,1.035102673,0.144207671,0.40062152,0.346626958,0.242133886,1.54668733,0.761103198,0.372103836,0.082758621
"785","t-SC-m",0.559193548,0.455645161,1.624849579,0.324677419,5.958064516,1.062976334,0.143702367,0.39983871,0.330322581,0.253225806,1.518852788,0.701290323,0.329823506,0.076413959
"788","t-SC-m",0.520501592,0.428144904,1.638834951,0.320660828,5.87758758,1.114174757,0.149644013,0.392914013,0.321058917,0.267515924,1.529061489,0.738853503,0.325566343,0.07197411
"790","t-SC-m",0.548735576,0.429904247,1.55408129,0.322366806,5.394058434,1.171313403,0.136714814,0.378836239,0.33095998,0.278173337,1.411320121,0.691136754,0.306852536,0.054585153
"791","t-SC-m",0.546909628,0.442501847,1.565996282,0.329967988,5.381679389,1.19553828,0.159033294,0.3811869,0.325535582,0.315932036,1.407300997,0.670770746,0.296095995,0.061010647
"792","t-SC-m",0.543703704,0.428148148,1.581174877,0.339012346,5.494074074,1.195530726,0.148975791,0.36691358,0.329135802,0.28962963,1.393431522,0.678024691,0.300998815,0.058405282
"793","t-SC-m",0.578005865,0.402346041,1.663311202,0.324926686,4.937243402,1.248661384,0.150139216,0.352199413,0.344281525,0.326979472,1.460055686,0.705571848,0.301135147,0.060184194
"795","t-SC-m",0.606607525,0.44417253,1.659893048,0.340471092,5.233404711,1.265026738,0.157219251,0.394616091,0.332517589,0.305598042,1.432513369,0.739369838,0.298181818,0.065882353
"797","t-SC-m",0.631755341,0.497835498,1.791321193,0.501885212,5.753246753,1.000387447,0.158930647,0.426337104,0.337103756,0.353023321,1.475629601,0.747940232,0.350716776,0.081286323
"799","t-SC-m",0.558437295,0.435489166,1.766803841,0.459783322,5.03906763,1.065451695,0.160199882,0.381648063,0.312048588,0.326657912,1.445130316,0.669238345,0.340485989,0.074661964
"800","t-SC-m",0.595490026,0.47111882,1.778412448,0.48065915,5.249956635,1.031219224,0.154618869,0.408326106,0.328360798,0.359930616,1.45893244,0.703555941,0.331298011,0.0710065
"801","t-SC-m",0.598203276,0.471023428,1.737389445,0.482296988,5.372203629,1.022062397,0.154728351,0.41958781,0.340144442,0.368680641,1.485761493,0.749867888,0.317717951,0.072601808
"802","t-SC-m",0.538382171,0.391250516,1.700122067,0.400742881,4.861535287,1.135901261,0.162213482,0.395171275,0.300453983,0.326248452,1.419910484,0.698720594,0.331072833,0.073782721
"803","t-SC-m",0.568791586,0.441511054,1.728928128,0.418544752,5.134363597,1.13243206,0.15519382,0.407383559,0.310796308,0.356084997,1.503103876,0.733848465,0.31204304,0.070630432
"804","t-SC-m",0.543976657,0.39266361,1.719127016,0.422259275,4.920591913,1.079707198,0.153992138,0.395998333,0.305335556,0.384535223,1.503998916,0.686744477,0.301342009,0.068591568
"806","t-SC-m",0.531551596,0.408314774,1.798884758,0.426379609,4.509774808,1.208178439,0.172490706,0.386043059,0.309824301,0.359069537,1.564869888,0.622865627,0.321747212,0.07063197
"807","t-SC-m",0.531715946,0.451604751,1.735611182,0.42026788,4.603992924,1.192581765,0.166453499,0.415213546,0.320950215,0.364417488,1.575552713,0.679807935,0.305134296,0.066873744
